doc_id,company,source_type,source_name,publish_date,text,engagement,url,sentiment_score
CBMikgFBVV95cUxPRkNQR3cwM0JjdzhSMDJ1TFdyMFNLM2JQMWRITF85eW94Yzg0S2dWd1lQYURTWGpQNjlQdlFQc0VsMVlVLS1FVDVBVlFWVklQZVh0eE1JOWpCaFdBaTZYVC10ODZoejZtaENndF9YTTBIbzZzNXRzeUJBbHBONXh5ZnNaZXdUUE1DVlptV19FZHdLZw,Meta,news,Techerati,2025-02-20 08:00:00,Meta Layoffs: What You Need to Know Now - Techerati,0.0,https://news.google.com/rss/articles/CBMikgFBVV95cUxPRkNQR3cwM0JjdzhSMDJ1TFdyMFNLM2JQMWRITF85eW94Yzg0S2dWd1lQYURTWGpQNjlQdlFQc0VsMVlVLS1FVDVBVlFWVklQZVh0eE1JOWpCaFdBaTZYVC10ODZoejZtaENndF9YTTBIbzZzNXRzeUJBbHBONXh5ZnNaZXdUUE1DVlptV19FZHdLZw?oc=5,
CBMiiwFBVV95cUxOMm5pVElOMS1zM0pJVWNXM1BKR05kUjVXZGotdjhpclZzeTQ1ZjdTNEd3R085NFc3bFlZTU9hUDkxS3dIaGVaQ2hxY3BUVU9XMzZ2Y3RwWXZDZUJhcDFwVHJFWWJabEtHVkRJQ1dMUFh1UDdoOWFOa3FPaENXdmFqSWw5aVpaanlkVVA4,Meta,news,SiliconANGLE,2025-04-24 07:00:00,Meta cuts jobs at its Reality Labs mixed reality unit - SiliconANGLE,0.0,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOMm5pVElOMS1zM0pJVWNXM1BKR05kUjVXZGotdjhpclZzeTQ1ZjdTNEd3R085NFc3bFlZTU9hUDkxS3dIaGVaQ2hxY3BUVU9XMzZ2Y3RwWXZDZUJhcDFwVHJFWWJabEtHVkRJQ1dMUFh1UDdoOWFOa3FPaENXdmFqSWw5aVpaanlkVVA4?oc=5,
CBMiqAFBVV95cUxQQlhwZk5OSTU3R2J3SG5rYUExNlV5U3FNcGwwUkVrOEY4MzlwOEtETWJsTFJrQzNaWHNRdzFiV0RGY29BTmVCVk5welRtMFNzdGYyNFNhLXlWV1o4ckQxaDNXUlhrLTZtaHZuY1J1RWtPVU1tZUZfZFJNYjF1d0ZhNW12VExnaUhMNWRFSHUyRUhJX2lELVdpcFVBT0pHVHBHSUUxVkp4ZTE,Meta,news,SiliconANGLE,2025-10-22 07:00:00,Meta lays off 600 AI workers to streamline its Superintelligence Labs unit - SiliconANGLE,0.0,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQQlhwZk5OSTU3R2J3SG5rYUExNlV5U3FNcGwwUkVrOEY4MzlwOEtETWJsTFJrQzNaWHNRdzFiV0RGY29BTmVCVk5welRtMFNzdGYyNFNhLXlWV1o4ckQxaDNXUlhrLTZtaHZuY1J1RWtPVU1tZUZfZFJNYjF1d0ZhNW12VExnaUhMNWRFSHUyRUhJX2lELVdpcFVBT0pHVHBHSUUxVkp4ZTE?oc=5,
CBMiogFBVV95cUxQQTBXY0Z1dHE4Z0U4MWtSS0FOVmlvNzVKdnc5ODdjZ1BUektYUDFCWm5ueDdqZFU2dDd0TDgxeGVNMXdtOXRFRFk3RWhPVEczSXlsRHFXTFZtOTdCX2tKbVpXb3pnc05HOEVscEZXc0YwaFg3elM5U3h3WGpFdFViSEFRaHVzNFRXeHhINjJWYWJWWHkzZzh3bXJ5ZldDUFJEOVE,Meta,news,The HR Digest,2025-05-13 07:00:00,Zuckerberg’s ‘intense year’ means thousands of Meta employees face layoffs - The HR Digest,0.0,https://news.google.com/rss/articles/CBMiogFBVV95cUxQQTBXY0Z1dHE4Z0U4MWtSS0FOVmlvNzVKdnc5ODdjZ1BUektYUDFCWm5ueDdqZFU2dDd0TDgxeGVNMXdtOXRFRFk3RWhPVEczSXlsRHFXTFZtOTdCX2tKbVpXb3pnc05HOEVscEZXc0YwaFg3elM5U3h3WGpFdFViSEFRaHVzNFRXeHhINjJWYWJWWHkzZzh3bXJ5ZldDUFJEOVE?oc=5,
CBMiVkFVX3lxTFBYNHZaRmNRaVRnc1M4Y0J4N3JLalg4dXhMeTlpRjlVbGdpSzBaMjE5M3dZa2trN3E5RzY0b3hMenlWTENEeUpua3FmLWE1RnZrRElBNVVn,Meta,news,success.com,2025-01-15 08:00:00,Meta Will Cut 5% of Workforce After Determining Low Performing Staff - success.com,0.0,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBYNHZaRmNRaVRnc1M4Y0J4N3JLalg4dXhMeTlpRjlVbGdpSzBaMjE5M3dZa2trN3E5RzY0b3hMenlWTENEeUpua3FmLWE1RnZrRElBNVVn?oc=5,
CBMizgJBVV95cUxNbkpVV3ZGVnM5UkRzR1RzS0phZDRKWXJjNDNCVUtVOTI2ejZwLUc0SW8wZm5VTUhNbmdjTU5xakwtcGV3ZEJZd2Q1Y2JRRnFTQjUxczAybUVGQzE1Ri0yRzF2VFFSbWRiQkF0X1FpdHB1bFhTSXhIZG1DZDZXUUVEdTY0cTZ3SVZvNlo0Z1R5ZFVVQ3RWRWk1eDE1cGxyTmx0Zjh5RVdTUHZFZnpiLVFOYkZ6N20tdkUxSVMzTlU4ZHoya3NLSzlEWWNKS0hUZTRqTWlKc2VIamZubS05c1FyTlRmUkJIUGZFbHZNY0hXbklJTzNqYWkwZWRxaGFEZnRiV2RtSmdTTTR6dDFGVWVmdVI2ODU3aURNTWdwTTBTakpvTFNsd3BWOVo4ZHJvaGFJVzAtczlaNkZFSXliZmVwS1o1RDRuSllqRDQ5cEVn0gHTAkFVX3lxTE9OOThfSFdPNFdkb3ItLWRLcE5HXy1aZHhfTHZobkJwMzlWbjF3RXVZTmNjZFdPNEw5YXdQUWRILTd1Qkd4RDV4cW9FT2IxblBWbG4wVEJydnFQblE5a2QwTkc1M1h5aDE2cDJfSE1vVkVDSUxLbXI0akc1STdQcmE0Y2Yyem8tUGVQTG10OGR1YlVjN3B4Vkxza3UyVkw4TmRqWEozVHpxNEhIdkhSTGVwMXJNdmVxaWZ2NGdPSUJxQm1UOFNGaEd6RllKUXl0UnBqMTlMUlFXUUdIMjBuNWkzYlpZTkdvT0FXSDkwRVYyQVZza2UwUEF0T2pVRVRqSUhWaGR1Nm1GZG5ZM3E5aHVVSnV3XzNleEUzaHFKcmxLVlBzazJtajQwTVR1RU9SQmFRWV81Nk5vTXF3QzZxUWFCeWt1NE4tU1NDX1NuemNwNktOZw,Meta,news,The Economic Times,2025-11-02 07:00:00,"Over 1,00,000 job cuts rattle tech industry in 2025: Amazon, Meta, Google, Intel lay off thousands of empl - The Economic Times",0.0,https://news.google.com/rss/articles/CBMizgJBVV95cUxNbkpVV3ZGVnM5UkRzR1RzS0phZDRKWXJjNDNCVUtVOTI2ejZwLUc0SW8wZm5VTUhNbmdjTU5xakwtcGV3ZEJZd2Q1Y2JRRnFTQjUxczAybUVGQzE1Ri0yRzF2VFFSbWRiQkF0X1FpdHB1bFhTSXhIZG1DZDZXUUVEdTY0cTZ3SVZvNlo0Z1R5ZFVVQ3RWRWk1eDE1cGxyTmx0Zjh5RVdTUHZFZnpiLVFOYkZ6N20tdkUxSVMzTlU4ZHoya3NLSzlEWWNKS0hUZTRqTWlKc2VIamZubS05c1FyTlRmUkJIUGZFbHZNY0hXbklJTzNqYWkwZWRxaGFEZnRiV2RtSmdTTTR6dDFGVWVmdVI2ODU3aURNTWdwTTBTakpvTFNsd3BWOVo4ZHJvaGFJVzAtczlaNkZFSXliZmVwS1o1RDRuSllqRDQ5cEVn0gHTAkFVX3lxTE9OOThfSFdPNFdkb3ItLWRLcE5HXy1aZHhfTHZobkJwMzlWbjF3RXVZTmNjZFdPNEw5YXdQUWRILTd1Qkd4RDV4cW9FT2IxblBWbG4wVEJydnFQblE5a2QwTkc1M1h5aDE2cDJfSE1vVkVDSUxLbXI0akc1STdQcmE0Y2Yyem8tUGVQTG10OGR1YlVjN3B4Vkxza3UyVkw4TmRqWEozVHpxNEhIdkhSTGVwMXJNdmVxaWZ2NGdPSUJxQm1UOFNGaEd6RllKUXl0UnBqMTlMUlFXUUdIMjBuNWkzYlpZTkdvT0FXSDkwRVYyQVZza2UwUEF0T2pVRVRqSUhWaGR1Nm1GZG5ZM3E5aHVVSnV3XzNleEUzaHFKcmxLVlBzazJtajQwTVR1RU9SQmFRWV81Nk5vTXF3QzZxUWFCeWt1NE4tU1NDX1NuemNwNktOZw?oc=5,
CBMifkFVX3lxTE4wUks4cUxiU19rOGRlYUl5bHMwa3RFSmVmMF95ZDF1bmFMcDJ0dmFSLU9Ob2xzdTcxcVc2Y1V0aHlzaEtDcF8wNlFRZVI0ZUpoWDRjT1RPOWZXbTJHWXQzeFVsUGdoZUgtOWlRRTBTY0VkU2RnYnhlSXFIc1FyZw,Meta,news,Rolling Out,2025-10-22 07:00:00,Why Meta fired 600 AI workers after spending billions - Rolling Out,0.0,https://news.google.com/rss/articles/CBMifkFVX3lxTE4wUks4cUxiU19rOGRlYUl5bHMwa3RFSmVmMF95ZDF1bmFMcDJ0dmFSLU9Ob2xzdTcxcVc2Y1V0aHlzaEtDcF8wNlFRZVI0ZUpoWDRjT1RPOWZXbTJHWXQzeFVsUGdoZUgtOWlRRTBTY0VkU2RnYnhlSXFIc1FyZw?oc=5,
CBMiaEFVX3lxTE5vVkFLclVwTFlTcGE4TG51dUgwTU5rbFZxeWV0dWVLWkdyM2FJZFRMY3pFeHpsQkdHRzdxWEtkRjQxR0RCbFgxNFZaQkpIamRETFNmdHdyMWhjV2Yxd24wZnNfaDZVeFZT,Meta,news,theregister.com,2025-02-10 08:00:00,Meta's plan to erase 5% of workforce starts today - theregister.com,0.0,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5vVkFLclVwTFlTcGE4TG51dUgwTU5rbFZxeWV0dWVLWkdyM2FJZFRMY3pFeHpsQkdHRzdxWEtkRjQxR0RCbFgxNFZaQkpIamRETFNmdHdyMWhjV2Yxd24wZnNfaDZVeFZT?oc=5,
CBMi0AFBVV95cUxNZVltcVIyZ1VFYUJseHpGcVhIWEl1N0lwUUMwMmxoQU8xRS1HVEszTVRWa1psc1djNFhnRGp6WGZDajRQRlRaRUZkd0RGM3pWSVNPWkt4cnE5a3ZrVU9ZRzM5OXEzWURGWVhSdDVZNUJpOFQ0X2FJa1JMMVpUeHE4WHJPLXZMTmkxaS1wYXNqVW0xM2hTeXh4TXVXNkZrOXExdDVocXhLbFI3US1MaEdERUdwYXNidW9EbGtLX08xSFMzSEl0LXNVNTFURGxiNVFN,Meta,news,Benzinga,2025-12-09 08:00:00,"Meta Resets AI, Hardware Plans As 'Avocado' Delays, Leadership Turmoil, Cost Cuts Mount - Benzinga",0.0,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNZVltcVIyZ1VFYUJseHpGcVhIWEl1N0lwUUMwMmxoQU8xRS1HVEszTVRWa1psc1djNFhnRGp6WGZDajRQRlRaRUZkd0RGM3pWSVNPWkt4cnE5a3ZrVU9ZRzM5OXEzWURGWVhSdDVZNUJpOFQ0X2FJa1JMMVpUeHE4WHJPLXZMTmkxaS1wYXNqVW0xM2hTeXh4TXVXNkZrOXExdDVocXhLbFI3US1MaEdERUdwYXNidW9EbGtLX08xSFMzSEl0LXNVNTFURGxiNVFN?oc=5,
CBMiqwFBVV95cUxPRGpDdjRyUmFoWUZuQlZKVldONWd3R3pKZ1dkVnpoYW1uS05ueEk3b0hIWDJmQlVISEp0RmQyT0dxYUxvakRzc2h6M19DQ0tfc29PVXYxSUJrTUdpTWRTRTU3N1QxR0JRMWhGa1kyYXBKbi12UVJPd3hOeWRGQmZCMk11bXZxTHZod1pQM1hsb1dWaFVVbW1sR09FcEtNYmdWcGh4ZU9uNGVGZUk,Meta,news,Techzine Global,2025-08-21 07:00:00,Meta freezes AI staff recruitment after spending billions - Techzine Global,0.0,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPRGpDdjRyUmFoWUZuQlZKVldONWd3R3pKZ1dkVnpoYW1uS05ueEk3b0hIWDJmQlVISEp0RmQyT0dxYUxvakRzc2h6M19DQ0tfc29PVXYxSUJrTUdpTWRTRTU3N1QxR0JRMWhGa1kyYXBKbi12UVJPd3hOeWRGQmZCMk11bXZxTHZod1pQM1hsb1dWaFVVbW1sR09FcEtNYmdWcGh4ZU9uNGVGZUk?oc=5,
CBMiyAFBVV95cUxOcWY2amI3cXFKRXQza3pJeGpPQVFXdjJjcnhoZGtKYXdjNkMwdlhCT2NKM01zaWNMRzh2SWxRczdMMUJ3aWJwVndaNVVkczlkMU9VM0NOR3plc2QzVVl3RFp0anl6NGRrZjFnampBZ2w5LTNzSlh0RHJIdFhmY0M4dmtnRTZ2OVZveHBKcFNQUlJ6ZDIwOERmSHZoUmJaNWkxLTB5Q1BSLVF6UlY1ZXpiZlZPWElxZjJvdDNaSTRXb2R1ZDhGRUcxUg,Meta,news,HR Grapevine,2025-02-14 08:00:00,‘Not underperformers’ | Meta faces employee backlash over large-scale 'Performance-Based' layoffs - HR Grapevine,0.0,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOcWY2amI3cXFKRXQza3pJeGpPQVFXdjJjcnhoZGtKYXdjNkMwdlhCT2NKM01zaWNMRzh2SWxRczdMMUJ3aWJwVndaNVVkczlkMU9VM0NOR3plc2QzVVl3RFp0anl6NGRrZjFnampBZ2w5LTNzSlh0RHJIdFhmY0M4dmtnRTZ2OVZveHBKcFNQUlJ6ZDIwOERmSHZoUmJaNWkxLTB5Q1BSLVF6UlY1ZXpiZlZPWElxZjJvdDNaSTRXb2R1ZDhGRUcxUg?oc=5,
CBMixAFBVV95cUxNZkFzaXBnR192Y2pVczNRUVl0NllORW9lWDUxU1dtVFVSS1ZxNTdMZE5uQ3pVR2ZsV1VlYTFUWThRdmVUTXdLeWowV3NJM0JtTFQ3czRkT0hqbC1RZTk5M1FFcjN6SWotOEg4NTdkUWZLRjEwV2JXdmU1QnFyTFNQbE9ydFU0Sk90NXpoMzVQNGtkelZJWVoxUzVRbFhNbzU2WEcyNWQtODJtcF9meXBFd0UybGRsX1gxQ184bEdaVXpISEgz,Meta,news,R&D World,2025-03-19 07:00:00,"Why Meta, Chevron, Porsche, and other R&D-heavy orgs are cutting workers in Q1 2025 - R&D World",0.0,https://news.google.com/rss/articles/CBMixAFBVV95cUxNZkFzaXBnR192Y2pVczNRUVl0NllORW9lWDUxU1dtVFVSS1ZxNTdMZE5uQ3pVR2ZsV1VlYTFUWThRdmVUTXdLeWowV3NJM0JtTFQ3czRkT0hqbC1RZTk5M1FFcjN6SWotOEg4NTdkUWZLRjEwV2JXdmU1QnFyTFNQbE9ydFU0Sk90NXpoMzVQNGtkelZJWVoxUzVRbFhNbzU2WEcyNWQtODJtcF9meXBFd0UybGRsX1gxQ184bEdaVXpISEgz?oc=5,
CBMioAFBVV95cUxNMDVUZjhTTGg0cUQ4SW9jNWh2WkNIX0Q2YVhSTDBSekU4ZmR6bG1LNy1pcTZ1dE43Z2tSbG9FNjF5UVhhU2NzS0lJWXo1TkRnVjlBbE5uU2dYN1c1ZjBkaGtDZFlVWWp5cHR1TGNHOTJsR2lIVkRaWVVjN2VmcHZyeklBZ1g1b3pEbkR6MFRrSUpDUWtMU2gybVJKbS15cGZs,Meta,news,The American Bazaar,2025-01-15 08:00:00,Meta to cut 5% of low-performing staff in layoffs - The American Bazaar,0.0,https://news.google.com/rss/articles/CBMioAFBVV95cUxNMDVUZjhTTGg0cUQ4SW9jNWh2WkNIX0Q2YVhSTDBSekU4ZmR6bG1LNy1pcTZ1dE43Z2tSbG9FNjF5UVhhU2NzS0lJWXo1TkRnVjlBbE5uU2dYN1c1ZjBkaGtDZFlVWWp5cHR1TGNHOTJsR2lIVkRaWVVjN2VmcHZyeklBZ1g1b3pEbkR6MFRrSUpDUWtMU2gybVJKbS15cGZs?oc=5,
CBMi-wFBVV95cUxNQUR6QWN0NC1zNGwtWTZWZzlaQWtDV3ZHVVhpLVl2RFB6YVVFTjVlV2RQeFlsTHpzZG0zZlRaak5aSkFYcnoxckR1dVBqeU5USGlTUDFUMHdLWlNsMmd4T182OGs5ZHZ0Y28xOU5Tc2IxdkhQZmtxWWhOLTdyX1pzWnFIbGNQR3daeFYza0FMMWNvWGtIa0IyQU9aZFNIN05jODFKZElNcEloRlBBVkh1RGVyOWRJMVNhWEI0RUJiZS1SbTZGWkJVcFFyTTNSQzAxV1hfaVZnZktmRGptclJBeUptUlFGUV9VeUdkd2dUdUdzTzFESXV2S3RfQdIBggJBVV95cUxNbXNQVWYtdkthSE1Pd3VuZmp3NXJiSTUxam1USGNPMkJqZ29qeExuODNoVjVvOUsyYXJlRjBpNkswSzczODlYWXBmRnozZ3Z4cy16VnNMWEN5RXpiNnplcFIwYXE5OTFlTzk5ODROMmdRbGtKYnR2cWN1a0UwTGtNVkJyNVJlcEZGUUhKMlcyQjRkUkJ5MDVjOWV6bi05TTFPUmFVR0dJNkViLTI0YXY4Slhvem5MUkRqODBDb2s2SWVoVHplUzA1UWtxR0FmTGJYbnV3cFF3T0lMY25sdGppT3ZoOWFmUmVGcHl4OUxBM3BUbFNQN2ZTR0o2OW1SaVNmdGc,Meta,news,financialexpress.com,2025-06-22 07:00:00,"Intel, Amazon, Meta and other US tech firms announce mass layoffs in 2025, citing cost-cutting and AI as reasons - financialexpress.com",0.0,https://news.google.com/rss/articles/CBMi-wFBVV95cUxNQUR6QWN0NC1zNGwtWTZWZzlaQWtDV3ZHVVhpLVl2RFB6YVVFTjVlV2RQeFlsTHpzZG0zZlRaak5aSkFYcnoxckR1dVBqeU5USGlTUDFUMHdLWlNsMmd4T182OGs5ZHZ0Y28xOU5Tc2IxdkhQZmtxWWhOLTdyX1pzWnFIbGNQR3daeFYza0FMMWNvWGtIa0IyQU9aZFNIN05jODFKZElNcEloRlBBVkh1RGVyOWRJMVNhWEI0RUJiZS1SbTZGWkJVcFFyTTNSQzAxV1hfaVZnZktmRGptclJBeUptUlFGUV9VeUdkd2dUdUdzTzFESXV2S3RfQdIBggJBVV95cUxNbXNQVWYtdkthSE1Pd3VuZmp3NXJiSTUxam1USGNPMkJqZ29qeExuODNoVjVvOUsyYXJlRjBpNkswSzczODlYWXBmRnozZ3Z4cy16VnNMWEN5RXpiNnplcFIwYXE5OTFlTzk5ODROMmdRbGtKYnR2cWN1a0UwTGtNVkJyNVJlcEZGUUhKMlcyQjRkUkJ5MDVjOWV6bi05TTFPUmFVR0dJNkViLTI0YXY4Slhvem5MUkRqODBDb2s2SWVoVHplUzA1UWtxR0FmTGJYbnV3cFF3T0lMY25sdGppT3ZoOWFmUmVGcHl4OUxBM3BUbFNQN2ZTR0o2OW1SaVNmdGc?oc=5,
CBMilAFBVV95cUxQek9pQnpVelpjUlk5LUFoQjBnaXdEZEFHUUc3QlZZMnFVbU5xZnRZUVZaWTJTcjNZM1VFYW9RNGpFVHpUdy00Z3RBU09lV19WaVhDZ28xTzUtNUlLWnVzMzVuQXFOWVZtTGZ3NHY1ZUhDa3hGeHZwOTJnWHl5a19iSVFidE1wdV9DUWJCOWxjUlQwZVB5,Meta,news,heise online,2025-12-07 08:00:00,"Meta Quest 4: Internal memo promises ""big upgrade"" - heise online",0.0,https://news.google.com/rss/articles/CBMilAFBVV95cUxQek9pQnpVelpjUlk5LUFoQjBnaXdEZEFHUUc3QlZZMnFVbU5xZnRZUVZaWTJTcjNZM1VFYW9RNGpFVHpUdy00Z3RBU09lV19WaVhDZ28xTzUtNUlLWnVzMzVuQXFOWVZtTGZ3NHY1ZUhDa3hGeHZwOTJnWHl5a19iSVFidE1wdV9DUWJCOWxjUlQwZVB5?oc=5,
CBMikwFBVV95cUxORUNsYXhiQlktcjlrQlNJdnBubmM5VkdnY19HaTk2MzI1S1liSUNVUjF1VWZrZk5zRXRoX3BIb3VxeGxlZTJSNlFXTmp3b1RReVZBdWF2a0d2cDBQMWoyYVRGWFhsWWVXNTZWS3VtOWxhWGd5UDFCdnlRcFpQZnY5QjFKWnY2aFExS3k3QzRWLTRkZzA,Meta,news,innovation-village.com,2025-10-22 07:00:00,Meta Cuts 600 AI Jobs in Superintelligence Reorganization - innovation-village.com,0.0,https://news.google.com/rss/articles/CBMikwFBVV95cUxORUNsYXhiQlktcjlrQlNJdnBubmM5VkdnY19HaTk2MzI1S1liSUNVUjF1VWZrZk5zRXRoX3BIb3VxeGxlZTJSNlFXTmp3b1RReVZBdWF2a0d2cDBQMWoyYVRGWFhsWWVXNTZWS3VtOWxhWGd5UDFCdnlRcFpQZnY5QjFKWnY2aFExS3k3QzRWLTRkZzA?oc=5,
CBMivAJBVV95cUxQekctVFNnc0V1MDU5b3B2SzVFN0daMlNJYUZYNjlST1FfZ3M0ODlza3NNSWIwbjF6cTYxZWVhVnJISmFzdlZWZV9EaXFtR2g5UW0yQk5GLXcxTXRYSENKaXpKbmMtQmkzWGNXREQ2Y1g1TlR3elc0NUJPTlZacVotNmw2WlJ0V0NrYXNPS0VsZGpMZjRyTDllTzlYdVdsLURIRHdCUGVfUEpKRFRjbXRLaEYyNVpfdHRwb1BXNXN1NldKWV9vUkh4VUMzNDMxMEV2WXl5cldYbG9iM3VTaHFyV1prd0lnR01BUWtTekppRllWbmpROUxqRnlOdGJXSUM2ZVp3Q0pkYU9RMWJCbjJ6c1VDdjhYZW0tNW1QeDBqTGNzaXlyQ24xcnRaeWZmODlBN3lQcGZBQ1BkeDlM0gHCAkFVX3lxTFAxWWVUTjJYcG9OckpsWDhoS3ZaYjNHckdrcVJPalVMS3FCaTZEcWY4M3hDRjJKZmZGV21rVVpERXVRMDdKZ2FZd2J1NU5iRFFpUTNvOVBXeGNhYzR2MjQ2OU8wLTFlS2FFSmJDLVZuVXlLeno2MURPbFhxWDZHajFqZWs3d2c0ZEZTMGZ5UUpyQ09zeENvNmpyd2dmMGh1Rzcwa1paWHJqREhLTFo4SW1zWHUwOWFkaEVQRFo4Z0gwNGlFMXhOd20tWGF6dUVDMmJ2Z05vcWttaS1hWUtHcnJkb2paUHN3WHIyaWNoNkNkYUtEeTUxQ0RUakU5WUxKSFllc2ZhZ3Y4OG9aNUw3c19ZX1BYb3lGcUl3Tk1QZ1dMS1RQd3FVNjM0Unl6QUxsSnpzVHQzajRCTnhIRlBtNDJmU3c,Meta,news,The Economic Times,2025-10-30 07:00:00,"Job bloodbath! Mass layoffs hit America as 172,000 jobs vanish — is this shocking wave of Amazon and Meta - The Economic Times",0.0,https://news.google.com/rss/articles/CBMivAJBVV95cUxQekctVFNnc0V1MDU5b3B2SzVFN0daMlNJYUZYNjlST1FfZ3M0ODlza3NNSWIwbjF6cTYxZWVhVnJISmFzdlZWZV9EaXFtR2g5UW0yQk5GLXcxTXRYSENKaXpKbmMtQmkzWGNXREQ2Y1g1TlR3elc0NUJPTlZacVotNmw2WlJ0V0NrYXNPS0VsZGpMZjRyTDllTzlYdVdsLURIRHdCUGVfUEpKRFRjbXRLaEYyNVpfdHRwb1BXNXN1NldKWV9vUkh4VUMzNDMxMEV2WXl5cldYbG9iM3VTaHFyV1prd0lnR01BUWtTekppRllWbmpROUxqRnlOdGJXSUM2ZVp3Q0pkYU9RMWJCbjJ6c1VDdjhYZW0tNW1QeDBqTGNzaXlyQ24xcnRaeWZmODlBN3lQcGZBQ1BkeDlM0gHCAkFVX3lxTFAxWWVUTjJYcG9OckpsWDhoS3ZaYjNHckdrcVJPalVMS3FCaTZEcWY4M3hDRjJKZmZGV21rVVpERXVRMDdKZ2FZd2J1NU5iRFFpUTNvOVBXeGNhYzR2MjQ2OU8wLTFlS2FFSmJDLVZuVXlLeno2MURPbFhxWDZHajFqZWs3d2c0ZEZTMGZ5UUpyQ09zeENvNmpyd2dmMGh1Rzcwa1paWHJqREhLTFo4SW1zWHUwOWFkaEVQRFo4Z0gwNGlFMXhOd20tWGF6dUVDMmJ2Z05vcWttaS1hWUtHcnJkb2paUHN3WHIyaWNoNkNkYUtEeTUxQ0RUakU5WUxKSFllc2ZhZ3Y4OG9aNUw3c19ZX1BYb3lGcUl3Tk1QZ1dMS1RQd3FVNjM0Unl6QUxsSnpzVHQzajRCTnhIRlBtNDJmU3c?oc=5,
CBMiqgFBVV95cUxPWWQ5Tm1IRHF3MGRWaEpYMFh2Y1BOR3I0RU13ek83N1Z0ZE8tNTUxdzN5ZGtpT2EzMV9kT0l0WVpVN0w1UVg3V0tISGZNbHFCLUJVTkJNR0k2TlhIZ005QTViLU9fRm5zaHprQmVBMVJ6MlRSbkhVUVBmaW83Q3RPcEFUTXUxYmJHdkFkWEszTEdITXc4RUo1STQwVmlkaEZXMjNseVlqODY2QQ,Meta,news,Fast Company,2025-02-11 08:00:00,Meta’s laid-off ‘low performers’ defend themselves on LinkedIn and Reddit - Fast Company,0.0,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPWWQ5Tm1IRHF3MGRWaEpYMFh2Y1BOR3I0RU13ek83N1Z0ZE8tNTUxdzN5ZGtpT2EzMV9kT0l0WVpVN0w1UVg3V0tISGZNbHFCLUJVTkJNR0k2TlhIZ005QTViLU9fRm5zaHprQmVBMVJ6MlRSbkhVUVBmaW83Q3RPcEFUTXUxYmJHdkFkWEszTEdITXc4RUo1STQwVmlkaEZXMjNseVlqODY2QQ?oc=5,
CBMipgFBVV95cUxONTRLTW4yckEzUlF4X3ZDZUZReFNtOE5YLVRVVUtMbV9kVzZQYjRZelMwcGZmVnRHYmNSRVliRi1Ub2Y4ck1pdi12NGttUDRJOURXSndad1NwSzR2T3RzSmM1Zk1oTGZjRmhhNGlydXpFUVpDNGktQ1V3THpuRklyQWdyUVE4WnhNZXlSQ0JLZWNQb0ktRmZsQW1kMTNpalhzWXo2MV9n,Meta,news,Fast Company,2025-01-17 08:00:00,Meta rebranded performance-based layoffs as ‘non-regrettable attrition’ - Fast Company,0.0,https://news.google.com/rss/articles/CBMipgFBVV95cUxONTRLTW4yckEzUlF4X3ZDZUZReFNtOE5YLVRVVUtMbV9kVzZQYjRZelMwcGZmVnRHYmNSRVliRi1Ub2Y4ck1pdi12NGttUDRJOURXSndad1NwSzR2T3RzSmM1Zk1oTGZjRmhhNGlydXpFUVpDNGktQ1V3THpuRklyQWdyUVE4WnhNZXlSQ0JLZWNQb0ktRmZsQW1kMTNpalhzWXo2MV9n?oc=5,
